Fault and block model
   1.00
3
432
1
1
Chargeability
msec
0.1,1.0
     26.50	 3.00	3.0000	     8.02    30.6525
      9.00	 3.00	4.0000	    39.17    82.8484
     10.00	 3.00	4.0000	    33.74    76.3882
     11.00	 3.00	4.0000	    26.57    61.7292
     12.00	 3.00	4.0000	    22.10    44.8781
     13.00	 3.00	4.0000	    20.25    32.6705
     14.00	 3.00	4.0000	    19.51    22.4220
     15.00	 3.00	4.0000	    18.91    14.3724
     16.00	 3.00	4.0000	    16.11    16.5983
     17.00	 3.00	4.0000	    11.99    32.7292
     18.00	 3.00	4.0000	     8.94    63.4864
     19.00	 3.00	4.0000	     9.77    61.4493
     20.00	 3.00	4.0000	    12.12    45.2797
     21.00	 3.00	4.0000	    12.63    38.7923
     22.00	 3.00	4.0000	    12.22    35.2690
     23.00	 3.00	4.0000	    11.33    32.5328
     24.00	 3.00	4.0000	     9.77    27.7204
     25.00	 3.00	4.0000	     8.41    22.2216
     10.50	 3.00	5.0000	    22.89    49.1214
     11.50	 3.00	5.0000	    21.05    36.7557
     12.50	 3.00	5.0000	    20.34    26.6366
     13.50	 3.00	5.0000	    19.69    19.0011
     14.50	 3.00	5.0000	    16.63    22.3255
     15.50	 3.00	5.0000	    12.33    39.6431
     16.50	 3.00	5.0000	     9.50    67.4769
     17.50	 3.00	5.0000	    10.76    61.9443
     18.50	 3.00	5.0000	    13.44    45.8898
     19.50	 3.00	5.0000	    14.10    39.7683
     20.50	 3.00	5.0000	    13.88    36.2928
     21.50	 3.00	5.0000	    13.50    33.4366
     22.50	 3.00	5.0000	    13.05    30.9984
     23.50	 3.00	5.0000	    12.50    29.0149
     12.00	 3.00	6.0000	    20.22    22.5843
     13.00	 3.00	6.0000	    16.95    26.7836
     14.00	 3.00	6.0000	    12.53    44.6881
     15.00	 3.00	6.0000	     9.91    70.2064
     16.00	 3.00	6.0000	    11.48    62.1437
     17.00	 3.00	6.0000	    14.35    46.3669
     18.00	 3.00	6.0000	    15.07    40.6727
     19.00	 3.00	6.0000	    14.89    37.4692
     20.00	 3.00	6.0000	    14.58    34.8418
     21.00	 3.00	6.0000	    14.26    32.5067
     22.00	 3.00	6.0000	    13.93    30.3968
0
0
0
0
0
0
0
