Fault and block model
   1.00
3
432
1
0
     29.00	 2.00	2.0000	     9.67 
     30.00	 2.00	2.0000	    11.14 
      5.00	 2.00	3.0000	    28.73 
      6.00	 2.00	3.0000	    28.85 
      7.00	 2.00	3.0000	    29.05 
      8.00	 2.00	3.0000	    29.36 
      9.00	 2.00	3.0000	    29.81 
     10.00	 2.00	3.0000	    30.48 
     11.00	 2.00	3.0000	    31.48 
     12.00	 2.00	3.0000	    32.41 
     13.00	 2.00	3.0000	    30.04 
     14.00	 2.00	3.0000	    23.82 
     15.00	 2.00	3.0000	    19.11 
     16.00	 2.00	3.0000	    16.87 
     17.00	 2.00	3.0000	    15.66 
     18.00	 2.00	3.0000	    15.02
     19.00	 2.00	3.0000	    14.31 
     20.00	 2.00	3.0000	    10.66 
     21.00	 2.00	3.0000	     5.44 
     22.00	 2.00	3.0000	     4.44 
     23.00	 2.00	3.0000	     6.16 
     24.00	 2.00	3.0000	     7.29 
     25.00	 2.00	3.0000	     7.67 
     26.00	 2.00	3.0000	     7.61 
     27.00	 2.00	3.0000	     6.75 
     28.00	 2.00	3.0000	     4.98 
     29.00	 2.00	3.0000	     5.63 
      6.00	 2.00	4.0000	    32.32 
      7.00	 2.00	4.0000	    32.71 
      8.00	 2.00	4.0000	    33.28 
      9.00	 2.00	4.0000	    34.11 
     10.00	 2.00	4.0000	    35.26 
     11.00	 2.00	4.0000	    36.15 
     12.00	 2.00	4.0000	    33.03 
     13.00	 2.00	4.0000	    25.83 
     14.00	 2.00	4.0000	    20.72 
     15.00	 2.00	4.0000	    18.43 
     16.00	 2.00	4.0000	    17.30 
     17.00	 2.00	4.0000	    16.86 
     18.00	 2.00	4.0000	    16.32 
     19.00	 2.00	4.0000	    12.49 
     20.00	 2.00	4.0000	     6.92 
     21.00	 2.00	4.0000	     6.15 
     22.00	 2.00	4.0000	     7.22 
     23.00	 2.00	4.0000	     7.22 
     24.00	 2.00	4.0000	     7.50 
     25.00	 2.00	4.0000	     7.86 
     26.00	 2.00	4.0000	     8.05 
     27.00	 2.00	4.0000	     7.98 
     28.00	 2.00	4.0000	     7.13 
      7.00	 2.00	5.0000	    36.06 
      8.00	 2.00	5.0000	    36.98 
      9.00	 2.00	5.0000	    38.20 
     10.00	 2.00	5.0000	    38.97 
     11.00	 2.00	5.0000	    35.18 
     12.00	 2.00	5.0000	    27.23 
     13.00	 2.00	5.0000	    21.85 
     14.00	 2.00	5.0000	    19.54 
     15.00	 2.00	5.0000	    18.47 
     16.00	 2.00	5.0000	    18.12 
     17.00	 2.00	5.0000	    17.58 
     18.00	 2.00	5.0000	    13.37 
     19.00	 2.00	5.0000	     7.54 
     20.00	 2.00	5.0000	     7.49
     21.00	 2.00	5.0000	    10.06 
     22.00	 2.00	5.0000	    10.26 
     23.00	 2.00	5.0000	     8.73 
     24.00	 2.00	5.0000	     7.60 
     25.00	 2.00	5.0000	     7.60 
     26.00	 2.00	5.0000	     7.91 
     27.00	 2.00	5.0000	     8.13 
      8.00	 2.00	6.0000	    40.59 
      9.00	 2.00	6.0000	    41.18 
     10.00	 2.00	6.0000	    36.79 
     11.00	 2.00	6.0000	    28.24 
     12.00	 2.00	6.0000	    22.67 
     13.00	 2.00	6.0000	    20.34 
     14.00	 2.00	6.0000	    19.31 
     15.00	 2.00	6.0000	    19.01 
     16.00	 2.00	6.0000	    18.43 
     17.00	 2.00	6.0000	    13.90 
     18.00	 2.00	6.0000	     7.92 
     19.00	 2.00	6.0000	     8.30 
     20.00	 2.00	6.0000	    11.45 
     21.00	 2.00	6.0000	    12.27 
     22.00	 2.00	6.0000	    11.87 
     23.00	 2.00	6.0000	    10.86 
     24.00	 2.00	6.0000	     8.99 
     25.00	 2.00	6.0000	     7.65 
     26.00	 2.00	6.0000	     7.56 
      4.50	 3.00	1.0000	    23.06 
      5.50	 3.00	1.0000	    23.08 
      6.50	 3.00	1.0000	    23.13 
      7.50	 3.00	1.0000	    23.22 
      8.50	 3.00	1.0000	    23.35 
      9.50	 3.00	1.0000	    23.55 
     10.50	 3.00	1.0000	    23.86 
     11.50	 3.00	1.0000	    24.36 
     12.50	 3.00	1.0000	    24.99 
