Example configurations - Gradient array
1.000
11
15
Type of measurement (0=app. resistivity,1=resistance)
0
1792
1
0
4     26.000,     0.000      35.000,     0.000      32.000,     0.000      33.000,     0.000     5.1170
4     30.000,     0.000      39.000,     0.000      32.000,     0.000      33.000,     0.000     5.0515
4     27.000,     0.000      36.000,     0.000      33.000,     0.000      34.000,     0.000     5.0713
4     31.000,     0.000      40.000,     0.000      33.000,     0.000      34.000,     0.000     5.0394
4     28.000,     0.000      37.000,     0.000      34.000,     0.000      35.000,     0.000     5.0513
4     32.000,     0.000      41.000,     0.000      34.000,     0.000      35.000,     0.000     5.0262
4     29.000,     0.000      38.000,     0.000      35.000,     0.000      36.000,     0.000     5.0383
4     33.000,     0.000      42.000,     0.000      35.000,     0.000      36.000,     0.000     5.0060
4     30.000,     0.000      39.000,     0.000      36.000,     0.000      37.000,     0.000     5.0249
4     34.000,     0.000      43.000,     0.000      36.000,     0.000      37.000,     0.000     4.9686
4     31.000,     0.000      40.000,     0.000      37.000,     0.000      38.000,     0.000     5.0049
4     35.000,     0.000      44.000,     0.000      37.000,     0.000      38.000,     0.000     4.9034
4     32.000,     0.000      41.000,     0.000      38.000,     0.000      39.000,     0.000     4.9671
4     36.000,     0.000      45.000,     0.000      38.000,     0.000      39.000,     0.000     4.8773
4     33.000,     0.000      42.000,     0.000      39.000,     0.000      40.000,     0.000     4.8837
4     37.000,     0.000      46.000,     0.000      39.000,     0.000      40.000,     0.000     4.8979
4     34.000,     0.000      43.000,     0.000      40.000,     0.000      41.000,     0.000     4.6617
4     38.000,     0.000      47.000,     0.000      40.000,     0.000      41.000,     0.000     4.9518
4     35.000,     0.000      44.000,     0.000      41.000,     0.000      42.000,     0.000     3.9908
4     39.000,     0.000      48.000,     0.000      41.000,     0.000      42.000,     0.000     5.0461
4     36.000,     0.000      45.000,     0.000      42.000,     0.000      43.000,     0.000     3.3445
4     40.000,     0.000      49.000,     0.000      42.000,     0.000      43.000,     0.000     5.2176
4     37.000,     0.000      46.000,     0.000      43.000,     0.000      44.000,     0.000     2.8314
4     41.000,     0.000      50.000,     0.000      43.000,     0.000      44.000,     0.000     5.4022
4     38.000,     0.000      47.000,     0.000      44.000,     0.000      45.000,     0.000     2.0493
4     42.000,     0.000      51.000,     0.000      44.000,     0.000      45.000,     0.000     4.1931
