Time lapse data
   1.00
7
350
1
0
Time sequence data
Number of time sections
3
Time unit
Hours
Second time section interval
1.0
Third time section interval
1.0
    26.500      1.000     11.000     12.272     14.495     14.949
    27.500      1.000     11.000     12.023     12.818     14.128
    28.500      1.000     11.000     11.755     11.715     12.355
    12.500      1.000     12.000     27.764     28.027     28.168
    13.500      1.000     12.000     27.730     27.897     28.013
    14.500      1.000     12.000     27.523     27.517     27.626
    15.500      1.000     12.000     26.751     26.644     26.660
    16.500      1.000     12.000     24.570     24.433     24.376
    17.500      1.000     12.000     20.358     20.216     20.134
    18.500      1.000     12.000     17.253     17.093     16.988
    19.500      1.000     12.000     15.654     15.462     15.326
    20.500      1.000     12.000     14.724     14.491     14.322
    21.500      1.000     12.000     14.109     13.832     13.651
    22.500      1.000     12.000     13.662     13.367     13.295
    23.500      1.000     12.000     13.314     13.158     13.693
    24.500      1.000     12.000     13.027     13.667     15.009
    25.500      1.000     12.000     12.778     14.976     15.481
    26.500      1.000     12.000     12.553     14.858     15.317
    27.500      1.000     12.000     12.339     13.165     14.519
    13.500      1.000     13.000     28.633     28.620     28.725
    14.500      1.000     13.000     28.393     28.279     28.289
    15.500      1.000     13.000     27.553     27.408     27.342
    16.500      1.000     13.000     25.238     25.088     24.997
    17.500      1.000     13.000     20.828     20.681     20.582
    18.500      1.000     13.000     17.589     17.424     17.306
    19.500      1.000     13.000     15.922     15.724     15.576
    20.500      1.000     13.000     14.958     14.717     14.535
    21.500      1.000     13.000     14.327     14.038     13.841
    22.500      1.000     13.000     13.874     13.564     13.476
    23.500      1.000     13.000     13.527     13.356     13.892
    24.500      1.000     13.000     13.246     13.894     15.262
    25.500      1.000     13.000     13.008     15.265     15.777
    26.500      1.000     13.000     12.802     15.177     15.643
    14.500      1.000     14.000     29.228     29.079     29.008
    15.500      1.000     14.000     28.312     28.157     28.060
    16.500      1.000     14.000     25.863     25.711     25.606
    17.500      1.000     14.000     21.267     21.119     21.011
    18.500      1.000     14.000     17.900     17.733     17.607
    19.500      1.000     14.000     16.169     15.967     15.810
    20.500      1.000     14.000     15.172     14.925     14.732
