Pole-dipole 4 boreholes test
1.0
12
1160
2
0
Surface Electrodes
16
0.0,  0.0
1.0,  0.0
2.0,  0.0
3.0,  0.0
4.0,  0.0
5.0,  0.0
6.0,  0.0
7.0,  0.0
8.0,  0.0
9.0,  0.0
10.0, 0.0
11.0, 0.0
12.0, 0.0
13.0, 0.0
14.0, 0.0
15.0, 0.0
Number of boreholes
4
Borehole 1 Electrodes
11
  4.0 1.0
  4.0 2.0
  4.0 3.0
  4.0 4.0
  4.0 5.0
  4.0 6.0
  4.0 7.0
  4.0 8.0
  4.0 9.0
  4.0 10.0
  4.0 11.0
Borehole 2 Electrodes
11
  5.0 1.0
  5.0 2.0
  5.0 3.0
  5.0 4.0
  5.0 5.0
  5.0 6.0
  5.0 7.0
  5.0 8.0
  5.0 9.0
  5.0 10.0
  5.0 11.0
Borehole 3 Electrodes
11
 10.0 1.0
 10.0 2.0
 10.0 3.0
 10.0 4.0
 10.0 5.0
 10.0 6.0
 10.0 7.0
 10.0 8.0
 10.0 9.0
 10.0 10.0
 10.0 11.0
Borehole 4 Electrodes
11
11.0 1.0
11.0 2.0
11.0 3.0
11.0 4.0
11.0 5.0
11.0 6.0
11.0 7.0
11.0 8.0
11.0 9.0
11.0 10.0
11.0 11.0
Error estimate for data present
Type of error estimate (0=same unit as data)
0
Measured Data
3    5.000    1.000   5.000    9.000    5.000   10.000  101.562316  0.885070
3    5.000    1.000   5.000   10.000    5.000   11.000   98.574841  1.061527
3    5.000    1.000   1.000    0.000    0.000    0.000  106.847517  1.047506
3    5.000    1.000   2.000    0.000    1.000    0.000  103.802112  1.000401
3    5.000    1.000   3.000    0.000    2.000    0.000  104.597900  1.139130
3    5.000    1.000   4.000    0.000    3.000    0.000  100.623797  0.856077
3    5.000    1.000   5.000    0.000    4.000    0.000  106.697032  1.277568
3    5.000    1.000   5.000    0.000    6.000    0.000  104.259013  0.769467
3    5.000    1.000   6.000    0.000    7.000    0.000   98.296157  1.283339
3    5.000    1.000   7.000    0.000    8.000    0.000  102.327339  0.640236
3    5.000    1.000   8.000    0.000    9.000    0.000  111.425743  1.574929
3    5.000    1.000   9.000    0.000   10.000    0.000  115.222973  0.591603
3    5.000    1.000  10.000    0.000   11.000    0.000  119.922519  1.824222
3    5.000    1.000  11.000    0.000   12.000    0.000  116.165376  0.936789
3    5.000    1.000  12.000    0.000   13.000    0.000  116.746493  1.901409
3    5.000    1.000  13.000    0.000   14.000    0.000  111.531616  0.773796
3    5.000    1.000  14.000    0.000   15.000    0.000  111.947133  1.943189
3    5.000    1.000  10.000    1.000   10.000    2.000  127.385973  0.740629
3    5.000    1.000  10.000    2.000   10.000    3.000  162.734361  2.998933
3    5.000    1.000  10.000    3.000   10.000    4.000  171.773462  0.806296
3    5.000    1.000  10.000    4.000   10.000    5.000  142.499349  2.778219
3    5.000    1.000  10.000    5.000   10.000    6.000  109.925688  0.485655
3    5.000    1.000  10.000    6.000   10.000    7.000   84.918282  1.645470
3    5.000    1.000  10.000    7.000   10.000    8.000   79.033257  0.435906
3    5.000    1.000  10.000    8.000   10.000    9.000   77.865633  1.419126
3    5.000    1.000  10.000    9.000   10.000   10.000   82.717060  0.546902
3    5.000    1.000  10.000   10.000   10.000   11.000   83.746365  1.430171
3    5.000    2.000   5.000    3.000    5.000    4.000  105.222086  0.810793
3    5.000    2.000   5.000    4.000    5.000    5.000  115.136220  1.834216
3    5.000    2.000   5.000    5.000    5.000    6.000  131.736110  0.638942
3    5.000    2.000   5.000    6.000    5.000    7.000  125.040242  1.848949
3    5.000    2.000   5.000    7.000    5.000    8.000  114.207889  0.679294
3    5.000    2.000   5.000    8.000    5.000    9.000  104.554270  1.426817
3    5.000    2.000   5.000    9.000    5.000   10.000  103.512702  0.729056
3    5.000    2.000   5.000   10.000    5.000   11.000  100.152223  1.252683
3    5.000    2.000   1.000    0.000    0.000    0.000  108.576957  0.883255
3    5.000    2.000   2.000    0.000    1.000    0.000  105.700907  1.202108
3    5.000    2.000   3.000    0.000    2.000    0.000  106.962322  0.986759
3    5.000    2.000   4.000    0.000    3.000    0.000  105.134031  1.076464
3    5.000    2.000   5.000    0.000    4.000    0.000  111.709139  1.151965
3    5.000    2.000   5.000    0.000    6.000    0.000   96.961731  0.883103
3    5.000    2.000   6.000    0.000    7.000    0.000  102.769961  1.171359
3    5.000    2.000   7.000    0.000    8.000    0.000  106.492528  0.849842
3    5.000    2.000   8.000    0.000    9.000    0.000  116.340356  1.452066
3    5.000    2.000   9.000    0.000   10.000    0.000  119.045498  0.815952
3    5.000    2.000  10.000    0.000   11.000    0.000  122.055742  1.655191
3    5.000    2.000  11.000    0.000   12.000    0.000  117.065033  0.670836
3    5.000    2.000  12.000    0.000   13.000    0.000  116.041743  1.698796
3    5.000    2.000  13.000    0.000   14.000    0.000  110.608110  0.509962
3    5.000    2.000  14.000    0.000   15.000    0.000  110.168188  1.731245
3    5.000    2.000  10.000    1.000   10.000    2.000  152.863465  1.151993
3    5.000    2.000  10.000    2.000   10.000    3.000  193.173517  3.243082
3    5.000    2.000  10.000    3.000   10.000    4.000  188.815366  1.210711
3    5.000    2.000  10.000    4.000   10.000    5.000  142.870823  2.551670
3    5.000    2.000  10.000    5.000   10.000    6.000  101.534402  0.537063
3    5.000    2.000  10.000    6.000   10.000    7.000   80.420197  1.522194
3    5.000    2.000  10.000    7.000   10.000    8.000   73.086303  0.304718
3    5.000    2.000  10.000    8.000   10.000    9.000   74.386746  1.487002
3    5.000    2.000  10.000    9.000   10.000   10.000   80.258843  0.395837
3    5.000    2.000  10.000   10.000   10.000   11.000   81.998227  1.544704
3    5.000    3.000   5.000    4.000    5.000    5.000  111.871577  0.674533
3    5.000    3.000   5.000    5.000    5.000    6.000  127.265790  2.251040
3    5.000    3.000   5.000    6.000    5.000    7.000  132.478660  0.943702
3    5.000    3.000   5.000    7.000    5.000    8.000  117.577747  1.944707
3    5.000    3.000   5.000    8.000    5.000    9.000  112.142598  0.478391
3    5.000    3.000   5.000    9.000    5.000   10.000  105.740271  1.627939
3    5.000    3.000   5.000   10.000    5.000   11.000  106.009633  0.568731
3    5.000    3.000   5.000    2.000    5.000    1.000  106.060292  1.511661
3    5.000    3.000   1.000    0.000    0.000    0.000  111.925983  0.723072
3    5.000    3.000   2.000    0.000    1.000    0.000  109.538547  1.436337
3    5.000    3.000   3.000    0.000    2.000    0.000  111.878188  0.845175
3    5.000    3.000   4.000    0.000    3.000    0.000  111.053983  1.330005
3    5.000    3.000   5.000    0.000    4.000    0.000  120.291403  1.039916
3    5.000    3.000   5.000    0.000    6.000    0.000  103.427705  1.121268
3    5.000    3.000   6.000    0.000    7.000    0.000  114.245148  1.112099
3    5.000    3.000   7.000    0.000    8.000    0.000  117.664633  1.142495
3    5.000    3.000   8.000    0.000    9.000    0.000  124.300590  1.345092
3    5.000    3.000   9.000    0.000   10.000    0.000  122.261668  1.048970
3    5.000    3.000  10.000    0.000   11.000    0.000  121.276513  1.443757
3    5.000    3.000  11.000    0.000   12.000    0.000  113.683751  0.847194
3    5.000    3.000  12.000    0.000   13.000    0.000  111.190461  1.444016
3    5.000    3.000  13.000    0.000   14.000    0.000  105.267119  0.666177
3    5.000    3.000  14.000    0.000   15.000    0.000  104.584463  1.471159
3    5.000    3.000  10.000    3.000   10.000    4.000  224.175832  1.167049
3    5.000    3.000  10.000    4.000   10.000    5.000  138.406126  2.095884
3    5.000    3.000  10.000    5.000   10.000    6.000   84.573491  0.345668
3    5.000    3.000  10.000    6.000   10.000    7.000   64.536925  1.046668
3    5.000    3.000  10.000    7.000   10.000    8.000   63.697686  0.446502
3    5.000    3.000  10.000    8.000   10.000    9.000   71.737933  1.240329
3    5.000    3.000  10.000    9.000   10.000   10.000   76.201662  0.448499
3    5.000    3.000  10.000   10.000   10.000   11.000   83.060606  1.525007
3    5.000    4.000   5.000    5.000    5.000    6.000  117.660869  0.560704
3    5.000    4.000   5.000    6.000    5.000    7.000  132.140957  2.567273
3    5.000    4.000   5.000    7.000    5.000    8.000  123.948462  0.538909
3    5.000    4.000   5.000    8.000    5.000    9.000  114.720236  2.231386
3    5.000    4.000   5.000    9.000    5.000   10.000  113.494323  0.618165
3    5.000    4.000   5.000   10.000    5.000   11.000  108.487121  1.985177
3    5.000    4.000   5.000    3.000    5.000    2.000  116.142283  0.759784
3    5.000    4.000   5.000    2.000    5.000    1.000  117.831971  2.020896
3    5.000    4.000   1.000    0.000    0.000    0.000  114.807027  0.876645
3    5.000    4.000   2.000    0.000    1.000    0.000  112.141620  1.794705
3    5.000    4.000   3.000    0.000    2.000    0.000  114.218409  0.545969
3    5.000    4.000   4.000    0.000    3.000    0.000  110.326736  1.639428
3    5.000    4.000   5.000    0.000    4.000    0.000   95.131777  0.559175
3    5.000    4.000   5.000    0.000    6.000    0.000  157.738102  2.164074
3    5.000    4.000   6.000    0.000    7.000    0.000  141.076210  0.983772
3    5.000    4.000   7.000    0.000    8.000    0.000  132.507549  1.666996
3    5.000    4.000   8.000    0.000    9.000    0.000  129.457887  1.044099
3    5.000    4.000   9.000    0.000   10.000    0.000  119.927399  1.372589
3    5.000    4.000  10.000    0.000   11.000    0.000  114.053728  1.044252
3    5.000    4.000  11.000    0.000   12.000    0.000  104.805473  1.080674
3    5.000    4.000  12.000    0.000   13.000    0.000  101.608330  1.040756
3    5.000    4.000  13.000    0.000   14.000    0.000   96.102701  0.882208
3    5.000    4.000  14.000    0.000   15.000    0.000   95.803473  1.085326
3    5.000    4.000  10.000    4.000   10.000    5.000  126.309775  1.017076
3    5.000    4.000  10.000    5.000   10.000    6.000   55.281788  0.686165
3    5.000    4.000  10.000    6.000   10.000    7.000   41.083631  0.284541
3    5.000    4.000  10.000    7.000   10.000    8.000   54.701351  0.738033
3    5.000    4.000  10.000    8.000   10.000    9.000   66.195882  0.384074
3    5.000    4.000  10.000    9.000   10.000   10.000   76.639060  1.116690
3    5.000    4.000  10.000   10.000   10.000   11.000   81.276621  0.380537
3    5.000    5.000   5.000    6.000    5.000    7.000  117.161566  1.833106
3    5.000    5.000   5.000    7.000    5.000    8.000  116.777703  0.888441
3    5.000    5.000   5.000    8.000    5.000    9.000  118.054498  1.973870
3    5.000    5.000   5.000    9.000    5.000   10.000  113.371028  0.735082
3    5.000    5.000   5.000   10.000    5.000   11.000  114.850046  2.043375
3    5.000    5.000   5.000    4.000    5.000    3.000  116.895339  0.626679
3    5.000    5.000   5.000    3.000    5.000    2.000  134.517417  2.536979
3    5.000    5.000   5.000    2.000    5.000    1.000  130.026068  0.551401
3    5.000    5.000   1.000    0.000    0.000    0.000  110.716606  2.221398
3    5.000    5.000   2.000    0.000    1.000    0.000  113.009531  0.549440
3    5.000    5.000   3.000    0.000    2.000    0.000  108.186455  2.045860
3    5.000    5.000   4.000    0.000    3.000    0.000  101.896006  0.607256
3    5.000    5.000   6.000    0.000    7.000    0.000  164.849550  2.927900
3    5.000    5.000   7.000    0.000    8.000    0.000  147.005273  1.036920
3    5.000    5.000   8.000    0.000    9.000    0.000  128.006450  2.126561
3    5.000    5.000   9.000    0.000   10.000    0.000  116.992277  0.490865
3    5.000    5.000  10.000    0.000   11.000    0.000  103.935728  1.607745
3    5.000    5.000  11.000    0.000   12.000    0.000   98.225381  0.520089
3    5.000    5.000  12.000    0.000   13.000    0.000   91.488686  1.310638
3    5.000    5.000  13.000    0.000   14.000    0.000   90.630578  0.579163
3    5.000    5.000  14.000    0.000   15.000    0.000   87.544251  1.154297
3    5.000    5.000  10.000    6.000   10.000    7.000   12.351853  0.092450
3    5.000    5.000  10.000    7.000   10.000    8.000   48.149927  0.580145
3    5.000    5.000  10.000    8.000   10.000    9.000   69.590055  0.596845
3    5.000    5.000  10.000    9.000   10.000   10.000   79.206697  0.864417
3    5.000    5.000  10.000   10.000   10.000   11.000   87.296046  0.843706
3    5.000    6.000   5.000    7.000    5.000    8.000  106.443690  1.041226
3    5.000    6.000   5.000    8.000    5.000    9.000  110.384601  1.186855
3    5.000    6.000   5.000    9.000    5.000   10.000  109.498010  0.947349
3    5.000    6.000   5.000   10.000    5.000   11.000  112.462523  1.331054
3    5.000    6.000   5.000    5.000    5.000    4.000  109.034559  0.820383
3    5.000    6.000   5.000    4.000    5.000    3.000  130.836153  1.690127
3    5.000    6.000   5.000    3.000    5.000    2.000  136.226898  0.871872
3    5.000    6.000   5.000    2.000    5.000    1.000  131.816851  1.845156
3    5.000    6.000   1.000    0.000    0.000    0.000  107.101649  0.565229
3    5.000    6.000   2.000    0.000    1.000    0.000  107.556297  1.621338
3    5.000    6.000   3.000    0.000    2.000    0.000  100.513183  0.417869
3    5.000    6.000   4.000    0.000    3.000    0.000   85.776871  1.385262
3    5.000    6.000   6.000    0.000    7.000    0.000  179.842397  1.273555
3    5.000    6.000   7.000    0.000    8.000    0.000  149.482679  2.574293
3    5.000    6.000   8.000    0.000    9.000    0.000  123.821671  0.737647
3    5.000    6.000   9.000    0.000   10.000    0.000  110.301565  2.017630
3    5.000    6.000  10.000    0.000   11.000    0.000   96.640219  0.467440
3    5.000    6.000  11.000    0.000   12.000    0.000   92.258953  1.786152
3    5.000    6.000  12.000    0.000   13.000    0.000   87.558306  0.374544
3    5.000    6.000  13.000    0.000   14.000    0.000   84.318182  1.646250
3    5.000    6.000  14.000    0.000   15.000    0.000   86.350911  0.464276
3    5.000    6.000  10.000    7.000   10.000    8.000   47.632319  0.875109
3    5.000    6.000  10.000    8.000   10.000    9.000   80.432582  0.520556
3    5.000    6.000  10.000    9.000   10.000   10.000   89.637308  1.543906
3    5.000    6.000  10.000   10.000   10.000   11.000   96.534265  0.730387
3    5.000    7.000   5.000    8.000    5.000    9.000  102.433431  1.646823
3    5.000    7.000   5.000    9.000    5.000   10.000  105.379469  0.496328
3    5.000    7.000   5.000   10.000    5.000   11.000  105.334130  1.572921
3    5.000    7.000   5.000    6.000    5.000    5.000  103.398182  0.600529
3    5.000    7.000   5.000    5.000    5.000    4.000  112.623029  1.553317
3    5.000    7.000   5.000    4.000    5.000    3.000  132.084423  0.911847
3    5.000    7.000   5.000    3.000    5.000    2.000  132.165722  1.672291
3    5.000    7.000   5.000    2.000    5.000    1.000  125.439989  1.002955
3    5.000    7.000   1.000    0.000    0.000    0.000  101.232449  1.165828
3    5.000    7.000   2.000    0.000    1.000    0.000  100.465431  0.912856
3    5.000    7.000   3.000    0.000    2.000    0.000   91.378063  0.948825
3    5.000    7.000   7.000    0.000    8.000    0.000  143.534230  1.460240
3    5.000    7.000   8.000    0.000    9.000    0.000  115.886532  1.072178
3    5.000    7.000   9.000    0.000   10.000    0.000  101.639438  1.144405
3    5.000    7.000  10.000    0.000   11.000    0.000   90.081703  0.731841
3    5.000    7.000  11.000    0.000   12.000    0.000   87.309765  1.077671
3    5.000    7.000  12.000    0.000   13.000    0.000   84.236088  0.589458
3    5.000    7.000  13.000    0.000   14.000    0.000   86.235685  1.157553
3    5.000    7.000  14.000    0.000   15.000    0.000   85.563473  0.502575
3    5.000    7.000  10.000    8.000   10.000    9.000   92.738495  1.344895
3    5.000    7.000  10.000    9.000   10.000   10.000  100.054181  0.475604
3    5.000    7.000  10.000   10.000   10.000   11.000  103.979823  1.619853
3    5.000    8.000   5.000    9.000    5.000   10.000  102.257630  0.785324
3    5.000    8.000   5.000   10.000    5.000   11.000  105.468127  1.756206
3    5.000    8.000   5.000    7.000    5.000    6.000   99.904826  0.654935
3    5.000    8.000   5.000    6.000    5.000    5.000  105.941032  1.877632
3    5.000    8.000   5.000    5.000    5.000    4.000  116.602803  0.633456
3    5.000    8.000   5.000    4.000    5.000    3.000  134.100652  2.519979
3    5.000    8.000   5.000    3.000    5.000    2.000  130.933676  0.564599
3    5.000    8.000   5.000    2.000    5.000    1.000  118.129357  2.378829
3    5.000    8.000   1.000    0.000    0.000    0.000   99.895869  0.478678
3    5.000    8.000   2.000    0.000    1.000    0.000   94.017411  1.784827
3    5.000    8.000   8.000    0.000    9.000    0.000  112.747733  0.664040
3    5.000    8.000   9.000    0.000   10.000    0.000   94.388965  1.683370
3    5.000    8.000  10.000    0.000   11.000    0.000   88.486626  0.618081
3    5.000    8.000  11.000    0.000   12.000    0.000   83.516380  1.393563
3    5.000    8.000  12.000    0.000   13.000    0.000   85.160426  0.351329
3    5.000    8.000  13.000    0.000   14.000    0.000   84.653318  1.315653
3    5.000    8.000  10.000    5.000   10.000    4.000  146.900198  0.767523
3    5.000    8.000  10.000    9.000   10.000   10.000  103.201436  1.485949
3    5.000    8.000  10.000   10.000   10.000   11.000  104.382141  0.659744
3    5.000    9.000   5.000    8.000    5.000    7.000   99.498757  1.319152
3    5.000    9.000   5.000    7.000    5.000    6.000   99.487510  0.737693
3    5.000    9.000   5.000    6.000    5.000    5.000  105.172279  1.274818
3    5.000    9.000   5.000    5.000    5.000    4.000  120.204578  1.022578
3    5.000    9.000   5.000    4.000    5.000    3.000  130.535281  1.434034
3    5.000    9.000   5.000    3.000    5.000    2.000  131.022523  1.257219
3    5.000    9.000  10.000    5.000   10.000    4.000  139.913802  1.378557
3    5.000    9.000  10.000    6.000   10.000    5.000  180.981622  1.933373
3    5.000    9.000  10.000    7.000   10.000    6.000  159.946051  1.395334
3    5.000    9.000  10.000   10.000   10.000   11.000  103.283782  1.215278
3    5.000   10.000   5.000    9.000    5.000    8.000  100.237101  0.761396
3    5.000   10.000   5.000    8.000    5.000    7.000   99.480949  1.278221
3    5.000   10.000   5.000    7.000    5.000    6.000   97.847791  0.633258
3    5.000   10.000   5.000    6.000    5.000    5.000  109.490189  1.525093
3    5.000   10.000   5.000    5.000    5.000    4.000  119.701036  0.640288
3    5.000   10.000   5.000    4.000    5.000    3.000  133.863673  2.008709
3    5.000   10.000   5.000    3.000    5.000    2.000  128.402316  0.542981
3    5.000   10.000  10.000    6.000   10.000    5.000  163.771513  2.633619
3    5.000   10.000  10.000    7.000   10.000    6.000  138.473990  0.990548
3    5.000   10.000  10.000    8.000   10.000    7.000  112.805733  1.934952
3    5.000   11.000   5.000   10.000    5.000    9.000   99.014933  0.596960
3    5.000   11.000   5.000    9.000    5.000    8.000   98.989261  1.803951
3    5.000   11.000   5.000    8.000    5.000    7.000   95.489262  0.468700
3    5.000   11.000   5.000    7.000    5.000    6.000   99.312665  1.915951
3    5.000   11.000   5.000    6.000    5.000    5.000  108.814053  0.457830
3    5.000   11.000   5.000    5.000    5.000    4.000  118.057047  2.313666
3    5.000   11.000   5.000    4.000    5.000    3.000  132.107118  0.701036
3    5.000   11.000  10.000    6.000   10.000    5.000  149.244293  2.752899
3    5.000   11.000  10.000    7.000   10.000    6.000  130.849010  0.837703
3    5.000   11.000  10.000    8.000   10.000    7.000  106.516576  1.842303
3    5.000   11.000  10.000    9.000   10.000    8.000  104.328000  0.782079
3   10.000    1.000  10.000    2.000   10.000    3.000   99.728245  1.610622
3   10.000    1.000  10.000    3.000   10.000    4.000  107.840972  0.500357
3   10.000    1.000  10.000    4.000   10.000    5.000  118.844210  1.783331
3   10.000    1.000  10.000    5.000   10.000    6.000  131.800007  0.756260
3   10.000    1.000  10.000    6.000   10.000    7.000  122.341890  1.696264
3   10.000    1.000  10.000    7.000   10.000    8.000  111.014573  0.758638
3   10.000    1.000  10.000    8.000   10.000    9.000  102.251455  1.301211
3   10.000    1.000  10.000    9.000   10.000   10.000  101.472365  0.804251
3   10.000    1.000  10.000   10.000   10.000   11.000   98.477025  1.141230
3   10.000    1.000   1.000    0.000    0.000    0.000  111.116618  1.001910
3   10.000    1.000   2.000    0.000    1.000    0.000  111.236176  1.163063
3   10.000    1.000   3.000    0.000    2.000    0.000  116.105299  1.173277
3   10.000    1.000   4.000    0.000    3.000    0.000  116.134770  1.082851
3   10.000    1.000   5.000    0.000    4.000    0.000  119.519203  1.337448
3   10.000    1.000   6.000    0.000    5.000    0.000  114.971396  0.942323
3   10.000    1.000   7.000    0.000    6.000    0.000  111.405717  1.367394
3   10.000    1.000   8.000    0.000    7.000    0.000  102.884680  0.727343
3   10.000    1.000   9.000    0.000    8.000    0.000  100.907105  1.347535
3   10.000    1.000  10.000    0.000    9.000    0.000  101.809873  0.605296
3   10.000    1.000  10.000    0.000   11.000    0.000  109.608286  1.582003
3   10.000    1.000  11.000    0.000   12.000    0.000   98.464253  0.475085
3   10.000    1.000  12.000    0.000   13.000    0.000  104.405763  1.619325
3   10.000    1.000  13.000    0.000   14.000    0.000  103.803919  0.804663
3   10.000    1.000  14.000    0.000   15.000    0.000  107.478877  1.782329
3   10.000    1.000   5.000    1.000    5.000    2.000  127.735901  0.846390
3   10.000    1.000   5.000    2.000    5.000    3.000  162.818413  2.874567
3   10.000    1.000   5.000    3.000    5.000    4.000  171.454918  0.943718
3   10.000    1.000   5.000    4.000    5.000    5.000  142.294488  2.664254
3   10.000    1.000   5.000    5.000    5.000    6.000  108.871863  0.477242
3   10.000    1.000   5.000    6.000    5.000    7.000   84.802939  1.713968
3   10.000    1.000   5.000    7.000    5.000    8.000   78.949676  0.372772
3   10.000    1.000   5.000    8.000    5.000    9.000   77.787947  1.482446
3   10.000    1.000   5.000    9.000    5.000   10.000   82.647190  0.480976
3   10.000    1.000   5.000   10.000    5.000   11.000   83.687630  1.498657
3   10.000    2.000  10.000    3.000   10.000    4.000  105.127159  0.726975
3   10.000    2.000  10.000    4.000   10.000    5.000  115.036246  1.927926
3   10.000    2.000  10.000    5.000   10.000    6.000  131.639056  0.533832
3   10.000    2.000  10.000    6.000   10.000    7.000  124.954018  1.951118
3   10.000    2.000  10.000    7.000   10.000    8.000  114.118323  0.588248
3   10.000    2.000  10.000    8.000   10.000    9.000  104.466578  1.511777
3   10.000    2.000  10.000    9.000   10.000   10.000  103.420183  0.646433
3   10.000    2.000  10.000   10.000   10.000   11.000  100.053126  1.333776
3   10.000    2.000   1.000    0.000    0.000    0.000  109.367071  0.803319
3   10.000    2.000   2.000    0.000    1.000    0.000  109.893255  1.340013
3   10.000    2.000   3.000    0.000    2.000    0.000  115.433405  0.973955
3   10.000    2.000   4.000    0.000    3.000    0.000  116.575383  1.289110
3   10.000    2.000   5.000    0.000    4.000    0.000  121.645263  1.158791
3   10.000    2.000   6.000    0.000    5.000    0.000  118.845916  1.179559
3   10.000    2.000   7.000    0.000    6.000    0.000  116.331822  1.234677
3   10.000    2.000   8.000    0.000    7.000    0.000  106.783581  0.939250
3   10.000    2.000   9.000    0.000    8.000    0.000  103.417880  1.209704
3   10.000    2.000  10.000    0.000    9.000    0.000   95.128813  0.729432
3   10.000    2.000  10.000    0.000   11.000    0.000  113.995733  1.456854
3   10.000    2.000  11.000    0.000   12.000    0.000  104.873783  0.686251
3   10.000    2.000  12.000    0.000   13.000    0.000  107.067232  1.483972
3   10.000    2.000  13.000    0.000   14.000    0.000  106.128878  0.575285
3   10.000    2.000  14.000    0.000   15.000    0.000  109.174083  1.630726
3   10.000    2.000   5.000    1.000    5.000    2.000  154.073057  0.662539
3   10.000    2.000   5.000    2.000    5.000    3.000  193.444346  3.097529
3   10.000    2.000   5.000    3.000    5.000    4.000  188.716073  1.363501
3   10.000    2.000   5.000    4.000    5.000    5.000  142.417173  2.433302
3   10.000    2.000   5.000    5.000    5.000    6.000  101.541215  0.619468
3   10.000    2.000   5.000    6.000    5.000    7.000   80.327725  1.458386
3   10.000    2.000   5.000    7.000    5.000    8.000   73.016178  0.363614
3   10.000    2.000   5.000    8.000    5.000    9.000   77.349696  1.486971
3   10.000    2.000   5.000    9.000    5.000   10.000   80.191420  0.331771
3   10.000    2.000   5.000   10.000    5.000   11.000   81.938885  1.611858
3   10.000    3.000  10.000    4.000   10.000    5.000  111.759270  0.585229
3   10.000    3.000  10.000    5.000   10.000    6.000  127.148656  2.354671
3   10.000    3.000  10.000    6.000   10.000    7.000  132.383792  0.838275
3   10.000    3.000  10.000    7.000   10.000    8.000  117.478452  2.040507
3   10.000    3.000  10.000    8.000   10.000    9.000  112.491065  0.835426
3   10.000    3.000  10.000    9.000   10.000   10.000  105.641328  1.713843
3   10.000    3.000  10.000   10.000   10.000   11.000  105.905738  0.484077
3   10.000    3.000  10.000    2.000   10.000    1.000  105.959773  1.597721
3   10.000    3.000   1.000    0.000    0.000    0.000  103.842633  0.588574
3   10.000    3.000   2.000    0.000    1.000    0.000  104.608011  1.457999
3   10.000    3.000   3.000    0.000    2.000    0.000  110.633047  0.748304
3   10.000    3.000   4.000    0.000    3.000    0.000  113.241205  1.449286
3   10.000    3.000   5.000    0.000    4.000    0.000  120.805193  0.949061
3   10.000    3.000   6.000    0.000    5.000    0.000  122.071722  1.423510
3   10.000    3.000   7.000    0.000    6.000    0.000  124.286117  1.112014
3   10.000    3.000   8.000    0.000    7.000    0.000  117.771595  1.239911
3   10.000    3.000   9.000    0.000    8.000    0.000  114.340048  1.147505
3   10.000    3.000  10.000    0.000    9.000    0.000  102.297079  0.961206
3   10.000    3.000  10.000    0.000   11.000    0.000  121.838996  1.354972
3   10.000    3.000  11.000    0.000   12.000    0.000  111.390776  0.920855
3   10.000    3.000  12.000    0.000   13.000    0.000  112.209003  1.369502
3   10.000    3.000  13.000    0.000   14.000    0.000  110.002523  0.785562
3   10.000    3.000  14.000    0.000   15.000    0.000  112.525558  1.494934
3   10.000    3.000   5.000    3.000    5.000    4.000  224.216850  1.349114
3   10.000    3.000   5.000    4.000    5.000    5.000  138.358648  1.987448
3   10.000    3.000   5.000    5.000    5.000    6.000   84.369672  0.413111
3   10.000    3.000   5.000    6.000    5.000    7.000   64.490103  0.995810
3   10.000    3.000   5.000    7.000    5.000    8.000   63.648732  0.497966
3   10.000    3.000   5.000    8.000    5.000    9.000   71.671409  1.183623
3   10.000    3.000   5.000    9.000    5.000   10.000   76.131388  0.509916
3   10.000    3.000   5.000   10.000    5.000   11.000   82.996657  1.459639
3   10.000    4.000  10.000    5.000   10.000    6.000  117.560931  0.655492
3   10.000    4.000  10.000    6.000   10.000    7.000  132.060153  2.463627
3   10.000    4.000  10.000    7.000   10.000    8.000  122.863780  0.547352
3   10.000    4.000  10.000    8.000   10.000    9.000  114.615296  2.324958
3   10.000    4.000  10.000    9.000   10.000   10.000  113.386717  0.527418
3   10.000    4.000  10.000   10.000   10.000   11.000  108.376703  2.073362
3   10.000    4.000  10.000    3.000   10.000    2.000  116.019227  0.667069
3   10.000    4.000  10.000    2.000   10.000    1.000  117.717566  2.116693
3   10.000    4.000   1.000    0.000    0.000    0.000   95.515026  0.653835
3   10.000    4.000   2.000    0.000    1.000    0.000   95.510207  1.607675
3   10.000    4.000   3.000    0.000    2.000    0.000  101.104037  0.402903
3   10.000    4.000   4.000    0.000    3.000    0.000  104.395741  1.637600
3   10.000    4.000   5.000    0.000    4.000    0.000  113.763590  0.578447
3   10.000    4.000   6.000    0.000    5.000    0.000  119.578266  1.739178
3   10.000    4.000   7.000    0.000    6.000    0.000  129.405689  0.799808
3   10.000    4.000   8.000    0.000    7.000    0.000  132.572189  1.776916
3   10.000    4.000   9.000    0.000    8.000    0.000  141.109728  1.026629
3   10.000    4.000  10.000    0.000    9.000    0.000  156.955396  1.925265
3   10.000    4.000  10.000    0.000   11.000    0.000   96.434366  0.806939
3   10.000    4.000  11.000    0.000   12.000    0.000  110.811355  1.233392
3   10.000    4.000  12.000    0.000   13.000    0.000  114.612160  1.083832
3   10.000    4.000  13.000    0.000   14.000    0.000  112.637633  1.126076
3   10.000    4.000  14.000    0.000   15.000    0.000  115.088187  1.213500
3   10.000    4.000   5.000    4.000    5.000    5.000  126.375063  1.120680
3   10.000    4.000   5.000    5.000    5.000    6.000   55.304968  0.643157
3   10.000    4.000   5.000    6.000    5.000    7.000   40.841915  0.316105
3   10.000    4.000   5.000    7.000    5.000    8.000   54.841833  0.697089
3   10.000    4.000   5.000    8.000    5.000    9.000   66.124288  0.437434
