Borehole test at Limhamn limestone quarry 1995-10-25
1
13
626
2
0
Surface electrodes (dummy, not used in this survey)
17
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 0
18 0
Borehole 1 Electrodes
18
4 1
4 2
4 3
4 4
4 5
4 6
4 7
4 8
4 9
4 10
4 11
4 12
4 13
4 14
4 15
4 16
4 17
4 18
Borehole 2 Electrodes
18
16 1
16 2
16 3
16 4
16 5
16 6
16 7
16 8
16 9
16 10
16 11
16 12
16 13
16 14
16 15
16 16
16 17
16 18
Measured Data as Resistance (pole-pole array in this case)
2 16 14 16 10 1.861
2 16 14 16 11 2.41
2 16 14 16 12 3.52
2 16 14 16 13 7.76
2 16 13 16 1 0.832
2 16 13 16 2 0.832
2 16 13 16 3 0.878
2 16 13 16 4 0.934
2 16 13 16 5 1.019
2 16 13 16 6 1.18
2 16 13 16 7 1.435
2 16 13 16 8 1.73
2 16 13 16 9 2.11
2 16 13 16 10 2.75
2 16 13 16 11 4.09
2 16 13 16 12 8.66
2 16 12 16 1 0.934
2 16 12 16 2 0.934
2 16 12 16 3 0.993
2 16 12 16 4 1.065
2 16 12 16 5 1.178
2 16 12 16 6 1.4
2 16 12 16 7 1.767
2 16 12 16 8 2.22
2 16 12 16 9 2.89
2 16 12 16 10 4.31
2 16 12 16 11 9
2 16 11 16 1 1.036
2 16 11 16 2 1.036
2 16 11 16 3 1.112
2 16 11 16 4 1.205
2 16 11 16 5 1.356
2 16 11 16 6 1.662
2 16 11 16 7 2.2
2 16 11 16 8 2.95
2 16 11 16 9 4.35
2 16 11 16 10 9.08
2 16 10 16 1 1.173
2 16 10 16 2 1.173
2 16 10 16 3 1.274
2 16 10 16 4 1.405
2 16 10 16 5 1.624
2 16 10 16 6 2.09
2 16 10 16 7 3.03
2 16 10 16 8 4.69
2 16 10 16 9 9.86
2 16 9 16 1 1.326
2 16 9 16 2 1.326
2 16 9 16 3 1.463
2 16 9 16 4 1.646
2 16 9 16 5 1.971
2 16 9 16 6 2.72
2 16 9 16 7 4.51
2 16 9 16 8 9.63
2 16 8 16 1 1.532
2 16 8 16 2 1.532
2 16 8 16 3 1.73
2 16 8 16 4 2.01
2 16 8 16 5 2.55
2 16 8 16 6 3.99
2 16 8 16 7 9.09
2 16 7 16 1 1.898
2 16 7 16 2 1.898
2 16 7 16 3 2.24
2 16 7 16 4 2.79
2 16 7 16 5 4.09
2 16 7 16 6 9.345
2 16 6 16 1 2.5
2 16 6 16 2 2.5
2 16 6 16 3 3.18
2 16 6 16 4 4.55
2 16 6 16 5 9.72
2 16 5 16 1 3.32
2 16 5 16 2 3.32
2 16 5 16 3 4.87
2 16 5 16 4 9.81
2 16 4 16 1 4.41
2 16 4 16 2 4.41
2 16 4 16 3 9
2 16 3 16 1 7.48
2 16 3 16 2 7.48
2 16 2 16 1 25.75
0
0
0
0
0
0
